,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,TotalCharges,Churn
2908,Male,0,Yes,No,18,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1742.95,Yes
2909,Female,0,No,No,43,Yes,DSL,No,Yes,No,Yes,No,No,One year,No,Electronic check,2444.25,No
2910,Female,0,Yes,Yes,35,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),949.8,No
2911,Female,0,No,No,1,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),73.5,Yes
2912,Male,1,Yes,No,32,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,2970.8,No
2913,Male,0,No,No,52,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),3334.95,No
2914,Male,0,No,No,32,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),2010.95,No
2915,Female,0,Yes,Yes,72,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),4684.3,No
2916,Male,0,No,No,51,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),2181.55,No
2917,Male,0,Yes,Yes,68,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),1303.25,No
2918,Male,1,Yes,No,8,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,371.4,No
2919,Male,0,Yes,No,49,No,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),2409.9,No
2920,Female,0,Yes,No,72,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,6155.4,No
2921,Male,0,No,No,9,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,829.1,Yes
2922,Female,0,Yes,No,28,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,2602.9,Yes
2923,Male,0,No,No,54,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,4667,No
2924,Male,0,No,No,11,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,824.75,Yes
2925,Female,0,Yes,Yes,50,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,5153.5,No
2926,Female,0,Yes,No,69,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,8182.85,No
2927,Male,0,No,No,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.9,No
2928,Male,0,Yes,Yes,68,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),6683.4,No
2929,Male,0,No,Yes,40,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,1564.05,No
2930,Male,0,Yes,Yes,31,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,755.6,No
2931,Female,1,No,Yes,33,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),3465.05,No
2932,Male,1,Yes,No,55,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,6292.7,No
2933,Male,0,Yes,Yes,68,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),1664.3,No
2934,Female,0,Yes,Yes,12,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),198.1,No
2935,Male,0,Yes,No,71,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),6045.9,No
2936,Male,0,No,No,40,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,4108.15,No
2937,Female,0,Yes,Yes,64,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,5980.75,No
2938,Male,0,Yes,No,53,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),5043.2,No
2939,Male,1,No,No,12,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,1029.75,Yes
2940,Male,1,No,No,53,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,2854.55,Yes
2941,Male,0,Yes,No,72,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),7114.25,No
2942,Male,0,No,No,46,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,907.05,No
2943,Male,0,No,No,40,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,973.95,No
2944,Male,0,No,No,12,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),605.75,No
2945,Male,0,No,No,9,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,661.55,No
2946,Female,0,Yes,Yes,51,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,4116.9,No
2947,Male,0,Yes,Yes,49,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),4494.65,No
2948,Male,1,Yes,No,41,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,4259.3,Yes
2949,Female,0,No,No,56,Yes,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),3282.75,No
2950,Male,0,No,No,4,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,55.7,No
2951,Male,0,Yes,No,20,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Mailed check,1274.45,No
2952,Female,0,Yes,Yes,26,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),493.95,No
2953,Female,0,Yes,Yes,20,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),2239.65,Yes
2954,Female,0,No,No,7,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,480.75,Yes
2955,Male,0,No,No,7,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,635.6,Yes
2956,Male,0,No,No,51,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,5038.15,No
2957,Female,0,No,No,4,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,324.2,No
2958,Female,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.55,No
2959,Male,0,Yes,Yes,27,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,2793.55,No
2960,Male,0,No,No,22,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,2095,Yes
2961,Male,0,No,No,12,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,648.65,No
2962,Female,0,Yes,Yes,3,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,95.05,Yes
2963,Female,0,Yes,Yes,34,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),917.15,No
2964,Male,0,Yes,No,24,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,1346.9,No
2965,Male,0,No,No,51,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),4242.35,Yes
2966,Female,1,No,No,14,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,672.7,No
2967,Male,0,Yes,No,59,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,6561.25,No
2968,Male,0,No,No,3,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,268.45,No
2969,Female,0,Yes,Yes,65,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,7337.55,No
2970,Male,1,No,No,5,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,331.9,Yes
2971,Female,0,Yes,Yes,59,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),5194.05,No
2972,Male,0,Yes,Yes,72,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),4478.85,No
2973,Female,0,Yes,Yes,62,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,6283.3,Yes
2974,Male,0,No,No,28,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),2659.4,Yes
2975,Male,0,No,No,3,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,196.9,No
2976,Male,0,No,Yes,19,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),439.2,No
2977,Male,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.5,No
2978,Male,0,No,No,24,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,2107.15,No
2979,Male,1,No,No,57,Yes,DSL,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,3035.8,No
2980,Female,0,No,No,72,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),1866.45,No
2981,Male,0,No,No,67,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),1430.95,No
2982,Male,0,Yes,Yes,52,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),1071.6,No
2983,Male,0,Yes,Yes,71,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),6457.15,No
2984,Female,0,Yes,No,26,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,684.05,No
2985,Female,0,No,No,35,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,3914.05,No
2986,Female,0,Yes,Yes,55,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),3842.6,No
2987,Female,0,Yes,Yes,33,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,670.35,No
2988,Male,0,Yes,No,72,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,7880.25,No
2989,Male,0,No,Yes,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.2,No
2990,Male,0,No,No,10,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,298.45,Yes
2991,Female,1,Yes,No,37,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,3371.75,No
2992,Male,0,No,No,12,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,442.45,No
2993,Male,0,Yes,Yes,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.4,No
2994,Male,0,Yes,No,62,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),2345.55,No
2995,Female,0,No,No,1,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),25.25,No
2996,Female,0,No,No,18,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,1156.35,No
2997,Male,1,Yes,No,69,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,6143.15,Yes
2998,Male,0,No,No,2,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,144.8,No
2999,Male,0,Yes,Yes,19,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,414.95,No
3000,Male,0,No,No,12,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,1059.55,Yes
3001,Male,0,No,No,9,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,181.8,No
3002,Male,0,No,No,27,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,2212.55,No
3003,Male,0,No,Yes,27,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,2180.55,Yes
3004,Male,0,Yes,Yes,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,89.15,Yes
3005,Female,1,No,No,24,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,459.95,No
3006,Male,1,No,No,14,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1036.75,Yes
3007,Female,1,No,No,32,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,2276.95,Yes
3008,Female,0,No,No,11,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,211.95,No
3009,Male,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25,No
3010,Male,1,No,Yes,38,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,3162.65,No
3011,Female,0,Yes,Yes,9,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,210.65,No
3012,Male,0,Yes,Yes,54,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),3566.7,No
3013,Female,0,No,No,29,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),2080.1,No
3014,Male,1,Yes,No,44,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,4040.2,No
3015,Male,0,Yes,Yes,59,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,5186,No
3016,Female,0,No,No,3,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,196.15,Yes
3017,Female,0,Yes,Yes,18,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,1087.45,No
3018,Male,1,No,No,67,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),1672.15,No
3019,Female,0,Yes,Yes,22,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,1206.05,Yes
3020,Male,0,No,Yes,33,No,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),1113.95,No
3021,Male,0,No,No,5,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,107.05,No
3022,Female,0,No,No,2,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,38.15,No
3023,Male,0,Yes,Yes,72,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),6339.3,No
3024,Male,0,No,Yes,9,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,184.1,No
3025,Male,0,Yes,Yes,67,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,1688.9,No
3026,Female,0,Yes,No,16,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,1378.25,Yes
3027,Female,0,No,No,8,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,137.6,No
3028,Male,0,No,No,5,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,219,Yes
3029,Male,0,Yes,Yes,23,Yes,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),1067.15,Yes
3030,Male,0,No,No,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.55,Yes
3031,Female,1,Yes,No,50,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,3444.85,Yes
3032,Male,0,No,No,17,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),369.05,No
3033,Female,0,Yes,No,68,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),7553.6,No
3034,Male,0,No,No,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,84.5,Yes
3035,Female,1,Yes,No,25,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1813.1,No
3036,Male,0,No,No,67,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),3321.35,No
3037,Male,0,No,No,32,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),707.5,No
3038,Female,1,Yes,No,67,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,7112.15,No
3039,Male,1,Yes,No,72,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),4641.1,No
3040,Male,0,Yes,No,71,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),7690.9,Yes
3041,Male,0,No,Yes,1,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,49.9,No
3042,Male,0,No,No,46,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),1380.1,Yes
3043,Female,1,No,No,2,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.65,Yes
3044,Female,0,No,No,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.4,Yes
3045,Female,0,Yes,No,48,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,3094.65,No
3046,Female,0,Yes,No,61,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),6518.35,No
3047,Female,0,Yes,No,32,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),2585.95,Yes
3048,Female,0,No,No,2,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,82.7,No
3049,Female,0,No,No,3,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,58.85,Yes
3050,Female,0,No,No,5,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),425.9,Yes
3051,Female,0,Yes,Yes,71,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),6342.7,No
3052,Male,0,Yes,No,37,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,2030.75,No
3053,Male,0,Yes,Yes,65,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),6700.05,No
3054,Female,0,No,Yes,67,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),7244.7,No
3055,Male,0,No,Yes,49,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),3678.3,Yes
3056,Male,0,Yes,Yes,50,Yes,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),3486.65,No
3057,Male,0,Yes,Yes,25,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,411.15,No
3058,Female,0,No,Yes,17,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,937.5,Yes
3059,Female,0,Yes,Yes,64,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,1559.15,No
3060,Male,0,Yes,No,25,No,DSL,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),970.4,No
3061,Male,1,No,No,23,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,2483.5,Yes
3062,Male,1,Yes,No,24,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,828.2,No
3063,Female,0,No,No,37,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,3810.55,No
3064,Female,0,No,No,21,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1493.2,No
3065,Male,0,No,No,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.8,No
3066,Female,0,No,No,10,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,777.3,No
3067,Male,0,No,No,6,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,556.35,Yes
3068,Male,0,Yes,No,51,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),4911.05,No
3069,Female,0,No,No,10,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,187.35,No
3070,Female,0,No,No,6,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),307.6,No
3071,Male,0,Yes,Yes,47,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,4318.35,No
3072,Female,0,Yes,Yes,61,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,4820.55,No
3073,Female,0,No,No,52,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),3038.55,No
3074,Female,0,Yes,Yes,35,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),2136.9,No
3075,Male,0,Yes,No,71,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),7472.15,No
3076,Female,0,No,No,6,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,389.1,Yes
3077,Male,0,Yes,No,45,Yes,DSL,Yes,No,Yes,No,No,No,Two year,No,Credit card (automatic),2296.25,No
3078,Female,1,No,No,2,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,187.45,Yes
3079,Female,0,No,No,4,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),261.25,Yes
3080,Male,0,No,No,2,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,38.45,No
3081,Male,0,No,No,4,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,299.2,Yes
3082,Male,0,No,No,51,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),3043.6,No
3083,Male,0,Yes,Yes,60,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),1506.4,No
3084,Male,0,No,No,9,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,163.7,No
3085,Male,0,No,No,3,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),323.25,Yes
3086,Male,0,No,No,17,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),1640,No
3087,Female,0,No,No,8,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,762.1,Yes
3088,Male,0,Yes,Yes,46,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,3846.35,No
3089,Female,0,No,No,68,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),5646.6,No
3090,Male,0,No,No,1,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,53.5,Yes
3091,Female,0,Yes,No,4,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),79.05,No
3092,Female,0,No,No,1,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.1,Yes
3093,Male,0,No,Yes,28,Yes,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),1516.6,No
3094,Female,0,No,No,39,Yes,DSL,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),2224.5,No
3095,Male,0,No,No,11,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,888.75,No
3096,Female,0,Yes,No,71,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),4310.35,No
3097,Male,0,No,Yes,2,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,42.9,No
3098,Male,1,Yes,No,30,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,2365.15,Yes
3099,Female,0,No,No,17,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,353.65,No
3100,Female,0,Yes,No,55,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),5073.1,No
3101,Female,0,No,No,58,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),4526.85,No
3102,Female,0,No,No,5,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,308.25,Yes
3103,Female,1,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.45,Yes
3104,Male,1,No,No,9,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,678.45,No
3105,Male,0,No,No,26,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),1237.3,No
3106,Female,0,No,No,50,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),1023.95,No
3107,Female,0,Yes,No,72,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),8182.75,No
3108,Female,0,No,Yes,43,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),4532.3,No
3109,Male,0,No,No,56,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),1444.05,No
3110,Female,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.1,No
3111,Male,0,Yes,Yes,72,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,7372.65,Yes
3112,Male,0,Yes,No,72,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),7325.1,No
